date,price,volume
2026-02-19,1954.7534951528544,19828649642.21613
2026-02-20,1946.9092613594232,19134139969.172134
2026-02-21,1967.8121148578189,21428203502.98199
2026-02-22,1973.6643315860636,10481601460.735386
2026-02-23,1954.1913563168575,10142077738.794188
2026-02-24,1853.695790383818,31366211602.76786
2026-02-25,1952.6243764609937,22660584742.210026
